0.180555,0.004823,0.000000,0.000000,0.000000,0.000000,0.000000
0.179706,0.004517,0.000000,0.000000,0.000000,0.000000,0.000000
0.190111,0.008356,0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.180107,0.004656,0.000000,0.000000,-0.000000,-0.000000,0.000000
0.180627,0.004826,0.000000,0.000000,0.000000,0.000000,-0.000000
0.170833,0.001406,0.000000,0.000000,0.000000,0.000000,0.000000
0.180653,0.004818,0.000000,0.000000,-0.000000,0.000000,0.000000
0.180770,0.004842,0.000000,0.000000,-0.000000,-0.000000,0.000000
0.180994,0.004981,0.000000,0.000000,0.000000,0.000000,0.000000
0.180555,0.004823,0.000000,0.000000,0.000000,0.000000,0.000000
