3.410292,834.396606,0.532640,70.224571,0.288766,3.934420,0.001301,-8.329926,9434.698242,0.005548,23.176304,0.134962,0.000000,0.000000
3.653329,1001.576111,0.335657,96.728455,0.237675,5.962385,0.000441,-15.339722,3942.894531,0.000000,0.000000,0.000000,0.000000,0.000000
3.482575,1583.569092,0.533461,106.946564,0.288713,4.351651,0.001063,-13.285982,6098.004883,0.234466,1071.890015,6.292948,0.118600,169.125504
3.401684,1203.438477,0.356801,35.837399,0.275601,3.977446,0.000854,-26.292627,3992.109619,0.203434,1045.136353,6.145198,0.060228,75.200294
3.402327,592.185120,0.360829,116.943954,0.272876,5.579650,0.001230,-6.257051,11359.139648,0.485725,2490.913330,14.634920,0.225724,458.889618
3.479038,1446.640747,0.437351,59.248142,0.294015,3.905814,0.000749,-21.838047,4160.307129,0.000000,0.000000,0.000000,0.000000,0.000000
4.089870,651.862488,0.215907,345.804047,0.138342,11.642269,0.000145,-5.370597,5523.541016,1.892621,9872.785156,58.674194,1.064636,2205.725098
3.834326,897.284973,0.253340,166.232773,0.171802,8.292084,0.000251,-11.313509,3358.758789,1.729219,10598.555664,63.059258,0.777938,1747.638306
3.864345,803.831238,0.220604,164.310959,0.142662,9.017351,0.000222,-9.488864,3651.112549,0.014789,56.313782,0.328244,0.000000,0.000000
3.254649,2574.298584,0.538775,41.183369,0.334738,2.858570,0.002341,-30.586765,6232.924805,0.000000,0.000000,0.000000,0.000000,0.000000
