2609.000000,2680.000000,178.000000,376.000000,156.000000,207.000000,362.000000,63.000000,282.000000,72.000000,2258.000000,166.000000,2182.000000,777.000000,1113.000000,613.000000,219.000000,827.000000,619.000000,105.000000,1224.000000,160.000000,1110.000000,460.000000,2314.000000,1478.000000,278.000000,636.000000,227.000000,346.000000,564.000000,238.000000,865.000000,291.000000,1438.000000,734.000000,1378.000000,629.000000,448.000000,1415.000000,259.000000,605.000000,686.000000,246.000000,1434.000000,411.000000,644.000000,1254.000000,
1734.000000,1064.000000,685.000000,957.000000,275.000000,914.000000,954.000000,234.000000,895.000000,282.000000,533.000000,882.000000,1279.000000,874.000000,577.000000,1033.000000,284.000000,1007.000000,952.000000,244.000000,969.000000,345.000000,816.000000,1029.000000,1365.000000,948.000000,522.000000,1076.000000,324.000000,864.000000,767.000000,269.000000,1069.000000,320.000000,746.000000,1139.000000,1491.000000,883.000000,447.000000,917.000000,367.000000,653.000000,710.000000,351.000000,913.000000,392.000000,906.000000,1379.000000,
1443.000000,841.000000,552.000000,392.000000,136.000000,597.000000,1581.000000,57.000000,1742.000000,94.000000,1764.000000,210.000000,1426.000000,1033.000000,746.000000,864.000000,118.000000,764.000000,2136.000000,79.000000,1128.000000,112.000000,840.000000,163.000000,1309.000000,799.000000,560.000000,632.000000,262.000000,1116.000000,1196.000000,250.000000,899.000000,325.000000,1016.000000,1045.000000,1637.000000,1016.000000,654.000000,1020.000000,237.000000,626.000000,1266.000000,257.000000,937.000000,340.000000,696.000000,723.000000,
1883.000000,1036.000000,475.000000,688.000000,399.000000,723.000000,746.000000,351.000000,553.000000,439.000000,786.000000,1330.000000,1942.000000,1110.000000,418.000000,535.000000,364.000000,572.000000,768.000000,329.000000,540.000000,429.000000,1044.000000,1358.000000,1702.000000,556.000000,499.000000,1087.000000,368.000000,735.000000,738.000000,342.000000,1021.000000,416.000000,471.000000,1474.000000,1565.000000,766.000000,498.000000,836.000000,360.000000,801.000000,825.000000,328.000000,829.000000,476.000000,763.000000,1362.000000,
1410.000000,1402.000000,553.000000,976.000000,370.000000,422.000000,449.000000,319.000000,886.000000,379.000000,1196.000000,1047.000000,1555.000000,996.000000,579.000000,1139.000000,324.000000,487.000000,565.000000,306.000000,992.000000,389.000000,889.000000,1188.000000,1454.000000,1546.000000,377.000000,583.000000,314.000000,529.000000,696.000000,287.000000,638.000000,420.000000,1518.000000,1047.000000,1214.000000,1419.000000,345.000000,642.000000,290.000000,791.000000,1186.000000,268.000000,718.000000,386.000000,1232.000000,918.000000,
1819.000000,1040.000000,454.000000,515.000000,222.000000,816.000000,1229.000000,204.000000,647.000000,324.000000,1295.000000,844.000000,1468.000000,1792.000000,389.000000,506.000000,251.000000,589.000000,720.000000,225.000000,521.000000,359.000000,1550.000000,1039.000000,2479.000000,1115.000000,560.000000,970.000000,219.000000,534.000000,786.000000,288.000000,973.000000,253.000000,415.000000,817.000000,1504.000000,993.000000,452.000000,953.000000,298.000000,782.000000,868.000000,306.000000,912.000000,401.000000,870.000000,1070.000000,
1615.000000,1031.000000,447.000000,681.000000,313.000000,720.000000,719.000000,329.000000,817.000000,433.000000,1099.000000,1205.000000,1492.000000,810.000000,464.000000,794.000000,402.000000,689.000000,770.000000,369.000000,804.000000,489.000000,890.000000,1436.000000,1734.000000,907.000000,433.000000,704.000000,342.000000,649.000000,872.000000,380.000000,763.000000,508.000000,821.000000,1296.000000,1755.000000,664.000000,470.000000,823.000000,353.000000,563.000000,857.000000,419.000000,903.000000,542.000000,626.000000,1434.000000,
1014.000000,699.000000,503.000000,1555.000000,170.000000,902.000000,931.000000,222.000000,1540.000000,350.000000,722.000000,801.000000,1066.000000,714.000000,526.000000,1275.000000,187.000000,981.000000,1207.000000,194.000000,1282.000000,348.000000,839.000000,790.000000,1192.000000,933.000000,440.000000,1000.000000,226.000000,1066.000000,1338.000000,208.000000,1183.000000,342.000000,672.000000,809.000000,1412.000000,708.000000,557.000000,1001.000000,278.000000,1136.000000,883.000000,251.000000,1051.000000,322.000000,674.000000,1136.000000,
1628.000000,809.000000,481.000000,952.000000,377.000000,693.000000,640.000000,369.000000,890.000000,425.000000,639.000000,1506.000000,1725.000000,823.000000,443.000000,938.000000,403.000000,563.000000,568.000000,357.000000,861.000000,464.000000,700.000000,1564.000000,1643.000000,881.000000,422.000000,726.000000,374.000000,652.000000,647.000000,392.000000,786.000000,441.000000,909.000000,1536.000000,1657.000000,753.000000,424.000000,807.000000,317.000000,594.000000,821.000000,355.000000,867.000000,506.000000,917.000000,1391.000000,
1331.000000,1603.000000,586.000000,913.000000,118.000000,636.000000,1465.000000,85.000000,1100.000000,165.000000,1115.000000,292.000000,1502.000000,1112.000000,613.000000,802.000000,141.000000,702.000000,1597.000000,112.000000,1323.000000,187.000000,964.000000,354.000000,2626.000000,1683.000000,399.000000,657.000000,133.000000,446.000000,1130.000000,131.000000,595.000000,209.000000,879.000000,521.000000,1375.000000,1224.000000,417.000000,845.000000,250.000000,683.000000,778.000000,275.000000,878.000000,411.000000,1224.000000,1049.000000,
